LANGUAGE,English,German,Czech,Russian,Polish,Spanish,Korean
STR_DN_AAA216,Tree Medium Leafless,Blatterloses Baummedium,Strom Støední Bezlistı,Äåğåâî Ñğåäíåå Ìåğòâîå,Drzewo Œredni Leafless,Árbol mediano sin hojas,ÀÙÀÌ ¾ø´Â ³ª¹« (Medium)
STR_DN_AAA217,Tree Medium Leafless 2,Baummedium blatterlose 2,Strom Støední Bezlistı 2,Äåğåâî Ñğåäíåå Ìåğòâîå 2,Drzewo Œredni Leafless 2,Árbol mediano sin hojas 2,ÀÙÀÌ ¾ø´Â ³ª¹« 2 (Medium)
STR_DN_AAA218,Tree Medium Dead Pine,Baummedium tote Kiefer,Strom Støední Borovice Mrtvı,Äåğåâî Ñğåäíåå Ìåğòâàÿ Ñîñíà,Drzewo Œredni Dead Pine,Pino mediano muerto,Á×Àº ¼Ò³ª¹« (Medium)
STR_DN_AAA215,Tree Small Leafy,Baum klein belaubt,Strom Malı Listnatı,Äåğåâî Ìàëîå Öâåòóùåå,Drzewo Ma³y Liœciasty,Árbol pequeño frondoso,ÀÙÀÌ ¸¹Àº ³ª¹« (Small)
STR_DN_AAA326,Tree Small Leafy 2,Baum kleine belaubte 2,Strom Malı Listnatı 2,Äåğåâî Ìàëîå Öâåòóùåå 2,Drzewo Ma³y Liœciasty 2,Árbol pequeño frondoso 2,ÀÙÀÌ ¸¹Àº ³ª¹« 2 (Small)
STR_DN_AAA773,Tree Small Pine,Baum kleine Kiefer,Strom Malı Borovice,Äåğåâî Ìàëîå Ñîñíà,Drzewo Ma³y Pine,Pino pequeño,¼Ò³ª¹« (Small)
STR_DN_AAA340,Tree Small Pine 2,Baum kleine Kiefer 2,Strom Malı Borovice 2,Äåğåâî Ìàëîå Ñîñíà 2,Drzewo Ma³y Pine 2,Pino pequeño 2,¼Ò³ª¹« 2 (Small)
STR_DN_AAA321,Tree Small Cedar,Baum kleine Zeder,Strom Malı Cedr,Äåğåâî Ìàëîå Êåäğ,Drzewo Ma³y Cedar,Cedro pequeño,»ï³ª¹« (Small)
STR_DN_AAA333,Tree Small Apple,Baum kleine Apple,Strom Malı Jablko,Äåğåâî Ìàëîå ßáëîíÿ,Drzewo Ma³y Apple,Manzano pequeño,»ç°ú³ª¹« (Small)
STR_DN_AAA322,Tree Short Round Leafy,Baum kurze belaubte Runde,Strom Krátkı Kulatı Listnatı,Äåğåâî Êîğîòêîå Êğóãëîå Öâåòóùåå,Drzewo Short Round Liœciasty,Árbol corto redondo frondoso,Tree Short Round Leafy
STR_DN_AAA53Z,Tree Stump,Baumstumpf,Strom Paøez,Ïåíü,Drzewo Stump,Tocón,±×·çÅÍ±â³ª¹«
STR_DN_AAA758,Tree Stump 2,Baumstumpf 2,Strom Paøez 2,Ïåíü 2,Drzewo Stump 2,Tocón 2,±×·çÅÍ±â³ª¹« 2
STR_DN_ResSekyraSpalek,Tree Stump w/ Axe (Res),Baumstumpf m/ Axt (Res),Strom Paøez Se Sekyrou (Res),Ïåíü ñ Òîïîğîì (Res),Drzewo Stump w/ Axe (Res),Tocón con hacha,±×·çÅÍ±â³ª¹« w/ Axe (Res)
STR_DN_AAA544,Forest E,Der Wald E,Les E,Ëåñ Õâîéíûé,Forest E,Bosque E,½£ E
STR_DN_AAA680,Forest E 2,Der Wald E 2,Les E 2,Ëåñ Õâîéíûé 2,Forest E 2,Bosque E 2,½£ E 2
STR_DN_AAA681,Forest E 3,Der Wald E 3,Les E 3,Ëåñ Õâîéíûé 3,Forest E 3,Bosque E 3,½£ E 3
STR_DN_ResForestCtverT1,Forest Locust 1 (Res),Waldheuschrecke 1 (Res),Les Akát 1 (Res),Ëåñ Àêàöèÿ 1 (Res),Forest Locust 1 (Res),Bosque Langosta 1 (Res),ÄÉ·´³ª¹« ½£ 1 (Res)
STR_DN_ResForestCtverT2,Forest Locust 2 (Res),Waldheuschrecke 2 (Res),Les Akát 2 (Res),Ëåñ Àêàöèÿ 2 (Res),Forest Locust 2 (Res),Bosque Langosta 2 (Res),ÄÉ·´³ª¹« ½£ 2 (Res)
STR_DN_ResForestJehlCtverQuad,Forest E 4 Quad,Der Wald E 4 Viererkabel,Les E 4 Kvadratickı,Ëåñ Õâîéíûé (Êâàäğàòíàÿ ïîñàäêà),Forest E 4 Quad,Bosque E 4 (Res),½£ E 4 Quad
STR_DN_ResForestJehlT1,Forest E 1 (Res),Der Wald E 1 (Res),Les E 1 (Res),Ëåñ Õâîéíûé 1 (Res),Forest E 1 (Res),Bosque E 1 (Res),½£ E 1 (Res)
STR_DN_ResForestJehlT2,Forest E 2 (Res),Der Wald E 2 (Res),Les E 2 (Res),Ëåñ Õâîéíûé 2 (Res),Forest E 2 (Res),Bosque E 2 (Res),½£ E 2 (Res)
STR_DN_AAA70Z,Forest 2 Decor,Wald 2 Dekor,Les 2 Vyzdobenı,Ëåñ 2 Äåêîğàòèâíûé,Forest 2 Decor,Bosque 2,½£ 2 Decor
STR_DN_AAA76Z,Forest 3 Decor,Wald 3 Dekor,Les 3 Vyzdobenı,Ëåñ 3 Äåêîğàòèâíûé,Forest 3 Decor,Bosque 3,½£ 3 Decor
STR_DN_AAA190,Woods E,Woods E.,Les E,Ñìåøàííûé ëåñíîé ìàññèâ,Woods E,Árboles E,Woods E
STR_DN_AAA735,Woods E 2,Woods E 2,Les E 2,Ñìåøàííûé ëåñíîé ìàññèâ 2,Woods E 2,Árboles E 2,Woods E 2
STR_DN_AAA736,Woods E 3,Woods E 3,Les E 3,Ñìåøàííûé ëåñíîé ìàññèâ 3,Woods E 3,Árboles E 3,Woods E 3
STR_DN_AAA97Z,Woods,Walder,Les,Ñìåøàííûé ëåñ,Woods,Árboles,Woods
STR_DN_AAA32Z,Woods 2,Walder 2,Les 2,Ñìåøàííûé ëåñ 2,Woods 2,Árboles 2,Woods 2
STR_DN_AAA244,Road Taxiway Curved Long,Strassenrollbahn gekrummt lange,Silnice Normální Dlouhá Zatáèka,Äîğîãà Âçëåòíàÿ ïîëîñà Ïîâîğîò Äëèííûé,Road Taxiway Curved Long,Calle curva larga,À¯µµ·Î Curved Long
STR_DN_AAA247,Road Taxiway Curved Medium,Strassenrollbahn gekrummtes Medium,Silnice Normální Støední Zatáèka,Äîğîãà Âçëåòíàÿ ïîëîñà Ïîâîğîò Ñğåäíèé,Road Taxiway Curved Œredni,Calle curva mediana,À¯µµ·Î Curved Medium
STR_DN_AAA245,Road Taxiway Curved Very Short,Strassenrollbahn gekrummt sehr Kurz,Silnice Normální Velmi Krátká Zatáèka,Äîğîãà Âçëåòíàÿ ïîëîñà Ïîâîğîò Î÷åíü êîğîòêèé,Road Taxiway Curved Very Short,Calle curva muy corta,À¯µµ·Î Curved Very Short
STR_DN_AAA246,Road Taxiway Curved Short,Strassenrollbahn gekrummt kurz,Silnice Normální Krátká Zatáèka,Äîğîãà Âçëåòíàÿ ïîëîñà Ïîâîğîò Êîğîòêèé,Road Taxiway Curved Short,Calle curva corta,À¯µµ·Î Curved Short
STR_DN_AAA249,Road Taxiway Straight Long,Strassenrollbahn Striaght Long,Silnice Normální Dlouhá Rovná,Äîğîãà Âçëåòíàÿ ïîëîñà Ïğÿìàÿ Äëèííàÿ,Road Taxiway Straight Long,Calle recta larga,À¯µµ·Î Straight Long
STR_DN_AAA248,Road Taxiway Straight Medium,Strassenrollbahn gerades Medium,Silnice Normální Støední Rovná,Äîğîãà Âçëåòíàÿ ïîëîñà Ïğÿìàÿ Ñğåäíÿÿ,Road Taxiway Straight Œredni,"Calle recta mediana ",À¯µµ·Î Straight Medium
STR_DN_AAA250,Road Taxiway Straight Short,Gerade kurze Strassenrollbahn,Silnice Normální Krátká Rovná,Äîğîãà Âçëåòíàÿ ïîëîñà Ïğÿìàÿ Êîğîòêàÿ,Road Taxiway Straight Short,Calle recta corta,À¯µµ·Î Straight Short
STR_DN_AAA251,Road Taxiway Into Ground,Strassenrollbahn in den Boden,Silnice Normální Konec,Äîğîãà Âçëåòíàÿ ïîëîñà-Ãğóíòîâàÿ,Road Taxiway Into Ground,Calle de tierra,À¯µµ·Î Into Ground
STR_DN_AAA181,Road Taxiway-Paved T,Rollbahnengepflasterter Strassen T,Silnice Normální Ve Tvaru T S Dládìnou S.,Äîğîãà Âçëåòíàÿ ïîëîñà-Ìîùåíàÿ T,Road Taxiway-Paved T,Calle sucia-pav T,À¯µµ·Î-Paved T
STR_DN_AAA182,Road Taxiway-Dirt T,Strassenrollbahnenschmutz T,Silnice Normální Ve Tvaru T S Prašnou S.,Äîğîãà Âçëåòíàÿ ïîëîñà-Ãğÿçåâàÿ T,Road Taxiway-Dirt T,Calle sucia T,À¯µµ·Î-Dirt T
STR_DN_AAA183,Road Taxiway T,Strassenrollbahn T,Silnice Normální Ve Tvaru T (Køíovatka),Äîğîãà Âçëåòíàÿ ïîëîñà T,Road Taxiway T,Calle T,À¯µµ·Î T
STR_DN_AAA178,Road Paved-Taxiway T,Strassengepflasterte Rollbahn T,Silnice Dládìná S Normální Silnicí (3 Cesty),Äîğîãà Ìîùåíàÿ-Âçëåòíàÿ ïîëîñà T,Road Paved-Taxiway T,Calle pavimentada T,Road Paved-Taxiway T
STR_DN_AAA179,Road Paved-Taxiway 4way,Strassengepflasterte Rollbahn 4way,Silnice Normální (Køíovatka 4 Cesty),Äîğîãà Ìîùåíàÿ-Âçëåòíàÿ ïîëîñà +,Road Paved-Taxiway 4way,Calle pavimentada 4 vias,Road Paved-Taxiway 4way
STR_DN_AAA19Z,Road Paved Medium Curve,Mittlere gepflasterte Strassenkurve,Silnice Dládìná Støední Zatáèka,Äîğîãà Ìîùåíàÿ Ñğåäíèé Ïîâîğîò,Road Paved Œredni Curve,Calle pavimentada curva,Road Paved Medium Curve
STR_DN_AAA20Z,Road Paved Medium Curve 2,Mittlere gepflasterte Strassenkurve 2,Silnice Dládìná Støední Zatáèka 2,Äîğîãà Ìîùåíàÿ Ñğåäíèé Ïîâîğîò 2,Road Paved Œredni Curve 2,Calle pavimentada curva 2,Road Paved Medium Curve 2
STR_DN_AAA21Z,Road Paved Medium Straight,Gepflastertes Strassenmedium gerade,Silnice Dládìná Støední Rovná,Äîğîãà Ìîùåíàÿ Ñğåäíÿÿ Ïğÿìàÿ,Road Paved Œredni Straight,Calle pavimentada recta mediana,Road Paved Medium Straight
STR_DN_AAA22Z,Road Paved Long Straight,Strasse gepflastert lang gerade,Silnice Dládìná Dlouhá Rovná,Äîğîãà Ìîùåíàÿ Äëèííàÿ Ïğÿìàÿ,Road Paved Long Straight,Calle pavimentada recta larga,Road Paved Long Straight
STR_DN_AAA23Z,Road Paved Short Straight,Strasse gepflastert kurz gerade,Silnice Dládìná Krátká Rovná,Äîğîãà Ìîùåíàÿ Êîğîòêàÿ Ïğÿìàÿ,Road Paved Short Straight,Calle pavimentada recta corta,Road Paved Short Straight
STR_DN_AAA24Z,Road Paved Blends,Gepflasterte Strassenmischungen,Silnice Dládìná Koneèná,Äîğîãà Ìîùåíàÿ Ñìåøàííàÿ,Road Paved Blends,Calle pavimentada intersección,Road Paved Blends
STR_DN_AAA176,Road Paved T,Gepflasterter StrassenT,Silnice Dládìná Ve Tvaru T (Køíovatka),Äîğîãà Ìîùåíàÿ T,Road Paved T,Calle pavimentada T,Road Paved T
STR_DN_AAA177,Road Paved-Dirt T,Strassengepflasterter Schmutz T,Silnice Dládìná Ve Tvaru T S Prašnou S.,Äîğîãà Ìîùåíàÿ-Ãğÿçåâàÿ T,Road Paved-Dirt T,Calle pavimentada sucia T,Road Paved-Dirt T
STR_DN_AAA59Z,Road Dirt Curve Long,Strassenschmutz biegt sich lange,Silnice Prašná Dlouhá Zatáèka,Äîğîãà Ãğÿçåâàÿ Ïîâîğîò Äëèííûé,Road Dirt Curve Long,Calle sucia curva larga,Road Dirt Curve Long
STR_DN_AAA60Z,Road Dirt Curve Short,Strassenschmutzkurve kurze 2,Silnice Prašná Krátká Zatáèka,Äîğîãà Ãğÿçåâàÿ Ïîâîğîò Êîğîòêèé 2,Road Dirt Curve Short,Calle sucia curva corta,Road Dirt Curve Short
STR_DN_AAA61Z,Road Dirt Curve Medium,Strassenschmutzkurvenmedium,Silnice Prašná Støední Zatáèka,Äîğîãà Ãğÿçåâàÿ Ïîâîğîò Ñğåäíèé,Road Dirt Curve Œredni,Calle sucia curva mediana,Road Dirt Curve Medium
STR_DN_AAA62Z,Road Dirt Curve Medium 2,Strassenschmutzkurvenmedium 2,Silnice Prašná Støední Zatáèka 2,Äîğîãà Ãğÿçåâàÿ Ïîâîğîò Ñğåäíèé 2,Road Dirt Curve Œredni 2,Calle sucia curva mediana 2,Road Dirt Curve Medium 2
STR_DN_AAA63Z,Road Dirt Straight Medium,Strassenschmutz gerades Medium,Silnice Prašná Støední Rovná,Äîğîãà Ãğÿçåâàÿ Ïğÿìàÿ Ñğåäíÿÿ,Road Dirt Straight Œredni,Calle sucia recta mediana,Road Dirt Straight Medium
STR_DN_AAA64Z,Road Dirt Straight Long,Strassenschmutz gerade lange,Silnice Prašná Dlouhá Rovná,Äîğîãà Ãğÿçåâàÿ Ïğÿìàÿ Äëèííàÿ,Road Dirt Straight Long,Calle sucia recta larga,Road Dirt Straight Long
STR_DN_AAA65Z,Road Dirt Straight Short,Gerade kurzer Strassenschmutz,Silnice Prašná Krátká Rovná,Äîğîãà Ãğÿçåâàÿ Ïğÿìàÿ Êîğîòêàÿ,Road Dirt Straight Short,Calle sucia recta corrta,Road Dirt Straight Short
STR_DN_AAA66Z,Road Dirt Blend,Strassenschmutzmischung,Silnice Prašná Koneèná,Äîğîãà Ãğÿçåâàÿ Ñìåøàííàÿ,Road Dirt Blend,Calle sucia cruce,Road Dirt Blend
STR_DN_AAA26Z,Road Paved Short Curve,Kurze gepflasterte Stra?enkurve,Silnice Dládìná Krátká Zatáèka,Äîğîãà Ìîùåíàÿ Êîğîòêèé Ïîâîğîò,Road Paved Short Curve,Calle corta curva pavimentada,Road Paved Short Curve
STR_DN_AAA25Z,Road Paved Long Curve,Lange gepflasterte Stra?enkurve,Silnice Dládìná Dlouhá Zatáèka,Äîğîãà Ìîùåíàÿ Äëèííûé Ïîâîğîò,Road Paved Long Curve,Calle larga curva pavimentada,Road Paved Long Curve
STR_DN_AAA374,Sign Route 40,Zeichenweg 40,Znaèka Omezené Rychlosti 40,Äîğîæíûé çíàê Route 40,Sign Route 40,Señal Ruta 40,40¹ø ±¹µµ Ç¥ÁöÆÇ
STR_DN_AAA399,Sign Hospital,Zeichenkrankenhaus,Znaèka Nemocnice,Äîğîæíûé çíàê Ãîñïèòàëü,Sign Hospital,Señal Hospital,º´¿ø Ç¥ÁöÆÇ
STR_DN_AAA418,Sign Water Port,Unterzeichnen Sie Wasserhafen,Znaèka Pøístav,Äîğîæíûé çíàê Water Port,Sign Water Port,Señal Puerto,Ç×±¸ Ç¥ÁöÆÇ
STR_DN_AAA431,Sign Danger Ahead,Zeichengefahr vorn,Znaèka Upozornìní,Äîğîæíûé çíàê Danger Ahead,Sign Danger Ahead,Señal peligro delante,À§Çè Ç¥ÁöÆÇ
STR_DN_AAA432,Sign Road On Left,Die Sign Road auf dem linken,Znaèka Køíovatka Vedlejší Pozemní Komunikací (Vlevo),Äîğîæíûé çíàê Road On Left,Sign Road On Left,Señal calle a la izquierda,Sign Road On Left
STR_DN_AAA433,Sign Road On Right,Die Sign Road auf dem Recht,Znaèka Køíovatka Vedlejší Pozemní Komunikací (Vpravo),Äîğîæíûé çíàê Road On Right,Sign Road On Right,Señal calle a la deracha,Sign Road On Right
STR_DN_AAA434,Sign Yield,Zeichenertrag,Znaèka Pøednosti V Jízdì,Äîğîæíûé çíàê Yield,Sign Yield,Señal fin de camino,¾çº¸ Ç¥ÁöÆÇ
STR_DN_AAA43Y,Sign Cattle,Zeichenvieh,Znaèka Vıstraná Dobytek (Kráva),Äîğîæíûé çíàê Cattle,Sign Cattle,Señal ganado,Sign Cattle
STR_DN_AAA437,Sign Gas Station,Zeichentankstelle,Znaèka Èerpací Stanice,Äîğîæíûé çíàê Gas Station,Sign Gas Station,Señal Gasolinera,ÁÖÀ¯¼Ò Ç¥ÁöÆÇ
STR_DN_AAA449,Sign Soft Shoulder,Unterzeichnen Sie weiche Schulter,Znaèka Nezpevnìné Krajnice,Äîğîæíûé çíàê Soft Shoulder,Sign Soft Shoulder,Señal lomo sueave,Sign Soft Shoulder
STR_DN_AAA450,Sign Stop,Zeichenhalt,Znaèka Stop,Äîğîæíûé çíàê Stop,Sign Stop,Señal alto,Á¤Áö Ç¥ÁöÆÇ
STR_DN_AAA451,Sign 12 Degree Hill,Gradhugel des Zeichens 12,Znaèka Kopec 12 Stupòù,Äîğîæíûé çíàê 12 Degree Hill,Sign 12 Degree Hill,"Señal Colina 12 grados ",Sign 12 Degree Hill
STR_DN_AAA452,Sign 32 Degree Hill,Zeichenhugel,Znaèka Kopec 34 Stupòù,Äîğîæíûé çíàê Hill,Sign 32 Degree Hill,"Señal Colina 32 grados ",Sign 32 Degree Hill
STR_DN_AAA460,Sign S Curve,Kurve des Zeichens S,Znaèka Dvojitá Zatáèka První vlevo,Äîğîæíûé çíàê S Curve,Znaèka Dvojitá Zatáèka První vlevo,Señal curva en S,±ÁÀº µµ·Î Ç¥ÁöÆÇ
STR_DN_AAA461,Sign Left Curve,Zeichen verlassene Kurve,Znaèka Levé Zatáèky,Äîğîæíûé çíàê Left Curve,Sign Left Curve,Señal curva izquierda,ÁÂÈ¸Àü Ç¥ÁöÆÇ
STR_DN_AAA462,Sign Right Curve,Unterzeichnen Sie richtige Kurve,Znaèka Pravé Zatáèky,Äîğîæíûé çíàê Right Curve,Sign Right Curve,Señal curva derecha,¿ìÈ¸Àü Ç¥ÁöÆÇ
STR_DN_AAA463,Sign Highways Merge,Zeichenautobahnenverflechtung,Znaèka Najídìní Na Dálnici,Äîğîæíûé çíàê Highways Merge,Sign Highways Merge,Señal cruze de caminos,Sign Highways Merge
STR_DN_AAA359,Sign Detour,Zeichenumweg,Znaèka Objíïka,Äîğîæíûé çíàê Detour,Sign Detour,Señal Desvío,¿ìÈ¸ Ç¥ÁöÆÇ
STR_DN_AAA490,Sign T Intersection,Kreuzung des Zeichens T,Znaèka Pøíjezdu Z Vedlejší,Äîğîæíûé çíàê T Intersection,Sign T Intersection,Señal Intersección T,TÀÚÇü±³Â÷·Î Ç¥ÁöÆÇ
STR_DN_ResAutZastSign,Sign Bus Stop (Res),Zeichenbushaltestelle (Res),Znaèka Autobusové Zastávky,Äîğîæíûé çíàê Bus Stop (Res),Sign Bus Stop (Res),Señal parada de autobus (Res),¹ö½º Á¤·ùÀå Ç¥ÁöÆÇ (Res)
STR_DN_AAA252,Rock Large Irregular,Schaukeln Sie sich gross unregelmassig,Kámen Velkı Nepravidelnı,Ñêàëà Áîëüøàÿ Íåğîâíàÿ,Kamieñ Du¿y Irregular,Roca grande irregular,ºÒ±ÔÄ¢ÇÑ ¹ÙÀ§ (Large)
STR_DN_AAA559,Rock Large Irregular 2,Schaukeln Sie grosse unregelmassige 2,Kámen Velkı Nepravidelnı 2,Ñêàëà Áîëüøàÿ Íåğîâíàÿ 2,Kamieñ Du¿y Irregular 2,Roca grande irregular 2,ºÒ±ÔÄ¢ÇÑ ¹ÙÀ§ 2 (Large)
STR_DN_AAA569,Rock Large Irregular 3,Schaukeln Sie grosse unregelmassige 3,Kámen Velkı Nepravidelnı 3,Ñêàëà Áîëüøàÿ Íåğîâíàÿ 3,Kamieñ Du¿y Irregular 3,Roca grande irregular 3,ºÒ±ÔÄ¢ÇÑ ¹ÙÀ§ 3 (Large)
STR_DN_AAA641,Rock Large Irregular 4,Schaukeln Sie grosse unregelmassige 4,Kámen Velkı Nepravidelnı 4,Ñêàëà Áîëüøàÿ Íåğîâíàÿ 4,Kamieñ Du¿y Irregular 4,Roca grande irregular 4,ºÒ±ÔÄ¢ÇÑ ¹ÙÀ§ 4 (Large)
STR_DN_AAA311,Haystack,Heuhaufen,Kupka sena,Ñòîã ñåíà,Stóg siana,Pajar,°ÇÃÊ ´õ¹Ì
STR_DN_AAA646,Rock Tall Yellow,Schaukeln Sie hohes Gelb,Kámen Vysokı lutı,Ñêàëà Âûñîêàÿ Æåëòàÿ,Kamieñ Wysoka ¯ó³ty,Roca alta amarrilla,³ë¶õ»ö ¹ÙÀ§ (Tall)
STR_DN_AAA647,Rock Tall Granite,Schaukeln Sie hohen Granit,Kámen Vysokı ula,Ñêàëà Âûñîêàÿ Ãğàíèò,Kamieñ Wysoka Granit,Roca alta de granito,È­°­¾Ï ¹ÙÀ§ (Tall)
STR_DN_AAA657,Rock Tall Granite 2,Schaukeln Sie hohen Granit 2,Kámen Vysokı ula 2,Ñêàëà Âûñîêàÿ Ãğàíèò 2,Kamieñ Wysoka Granit 2,Roca alta de granito 2,È­°­¾Ï ¹ÙÀ§ 2 (Tall)
STR_DN_AAA648,Rock Medium Yellow,Schaukeln Sie mittleres Gelb,Kámen Vysokı lutı,Ñêàëà Ñğåäíÿÿ Æåëòàÿ,Kamieñ Œredni ¯ó³ty,"Roca mediana amarilla ",³ë¶õ»ö ¹ÙÀ§ (Medium)
STR_DN_AAA650,Rock Medium Yellow 2,Schaukeln Sie mittlere gelbe 2,Kámen Vysokı lutı 2,Ñêàëà Ñğåäíÿÿ Æåëòàÿ 2,Kamieñ Œredni ¯ó³ty 2,Roca mediana amarilla 2,³ë¶õ»ö ¹ÙÀ§ 2 (Medium)
STR_DN_AAA652,Rock Medium Yellow 3,Schaukeln Sie mittlere gelbe 3,Kámen Vysokı lutı 3,Ñêàëà Ñğåäíÿÿ Æåëòàÿ 3,Kamieñ Œredni ¯ó³ty 3,Roca mediana amarilla 3,³ë¶õ»ö ¹ÙÀ§ 3 (Medium)
STR_DN_AAA654,Rock Medium Yellow 4,Schaukeln Sie mittlere gelbe 4,Kámen Vysokı lutı 4,Ñêàëà Ñğåäíÿÿ Æåëòàÿ 4,Kamieñ Œredni ¯ó³ty 4,Roca mediana amarilla 4,³ë¶õ»ö ¹ÙÀ§ 4 (Medium)
STR_DN_AAA649,Rock Medium Granite,Schaukeln Sie mittleren Granit,Kámen Støední ula,Ñêàëà Ñğåäíÿÿ èç Ãğàíèòà,Kamieñ Œredni Granit,Roca mediana de granito,È­°­¾Ï ¹ÙÀ§ (Medium)
STR_DN_AAA651,Rock Medium Granite 2,Schaukeln Sie mittleren Granit 2,Kámen Støední ula 2,Ñêàëà Ñğåäíÿÿ èç Ãğàíèòà 2,Kamieñ Œredni Granit 2,Roca mediana de granito 2,È­°­¾Ï ¹ÙÀ§ 2 (Medium)
STR_DN_AAA653,Rock Medium Granite 3,Schaukeln Sie mittleren Granit 3,Kámen Støední ula 3,Ñêàëà Ñğåäíÿÿ èç Ãğàíèòà 3,Kamieñ Œredni Granit 3,Roca mediana de granito 3,È­°­¾Ï ¹ÙÀ§ 3 (Medium)
STR_DN_AAA655,Rock Medium Granite 4,Schaukeln Sie mittleren Granit 4,Kámen Støední ula 4,Ñêàëà Ñğåäíÿÿ èç Ãğàíèòà 4,Kamieñ Œredni Granit 4,Roca mediana de granito 4,È­°­¾Ï ¹ÙÀ§ 4 (Medium)
STR_DN_AAA658,Rock Medium Granite 5,Schaukeln Sie mittleren Granit 5,Kámen Støední ula 5,Ñêàëà Ñğåäíÿÿ èç Ãğàíèòà 5,Kamieñ Œredni Granit 5,Roca mediana de granito 5,È­°­¾Ï ¹ÙÀ§ 5 (Medium)
STR_DN_AAA659,Rock Medium Granite 6,Schaukeln Sie mittleren Granit 6,Kámen Støední ula 6,Ñêàëà Ñğåäíÿÿ èç Ãğàíèòà 6,Kamieñ Œredni Granit 6,Roca mediana de granito 6,È­°­¾Ï ¹ÙÀ§ 6 (Medium)
STR_DN_AAA660,Rock Medium Granite 7,Schaukeln Sie mittleren Granit 7,Kámen Støední ula 7,Ñêàëà Ñğåäíÿÿ èç Ãğàíèòà 7,Kamieñ Œredni Granit 7,Roca mediana de granito 7,È­°­¾Ï ¹ÙÀ§ 7 (Medium)
STR_DN_AAA661,Rock Medium Granite 8,Schaukeln Sie mittleren Granit 8,Kámen Støední ula 8,Ñêàëà Ñğåäíÿÿ èç Ãğàíèòà 8,Kamieñ Œredni Granit 8,Roca mediana de granito 8,È­°­¾Ï ¹ÙÀ§ 8 (Medium)
STR_DN_AAA668,Rock Small Clustered,Schaukeln Sie sich klein gebundelt,Kámen Malı Nashromádìnı,Ñêàëà Ìàëàÿ Äğîáëåíàÿ,Kamieñ Ma³y Clustered,Roca pequeña agrupada,Rock Small Clustered
STR_DN_AAA669,Rock Small Clustered 2,Schaukeln Sie kleine gruppierte 2,Kámen Malı Nashromádìnı 2,Ñêàëà Ìàëàÿ Äğîáëåíàÿ 2,Kamieñ Ma³y Clustered 2,Roca pequeña agrupada 2,Rock Small Clustered 2
STR_DN_AAA851,Rock Small Clustered 3,Schaukeln Sie kleine gruppierte 3,Kámen Malı Nashromádìnı 3,Ñêàëà Ìàëàÿ Äğîáëåíàÿ 3,Kamieñ Ma³y Clustered 3,Roca pequeña agrupada 3,Rock Small Clustered 3
STR_DN_AAA750,Rock Tiny Round,Schaukeln Sie winzige Runde,Kámen Malinkı Kulatı,Ñêàëà Êğîøå÷íàÿ Îêğóãëàÿ,Kamieñ Tiny Round,Roca redonde pequeña,Rock Tiny Round
STR_DN_AAA751,Rock Tiny Round 2,Schaukeln Sie winzige Runde 2,Kámen Malinkı Kulatı 2,Ñêàëà Êğîøå÷íàÿ Îêğóãëàÿ 2,Kamieñ Tiny Round 2,Roca redonde pequeña 2,Rock Tiny Round 2
STR_DN_AAA36Z,Notebook Open,Offenes Notizbuch,Zápisník Otevøenı,Áëîêíîò Îòêğûòûé,Notebook Open,Notebook abierta,ÆîÃÄÁø ¼öÃ¸
STR_DN_AAA617,Notebook Closed,Geschlossenes Notizbuch,Zápisník Zavøenı,Áëîêíîò Çàêğûòûé,Notebook Closed,Notebook cerrada,´İÈù ¼öÃ¸
STR_DN_AAA626,Notebook Closed 2,Notizbuch hat 2 geschlossen,Zápisník Zavøenı 2,Áëîêíîò Çàêğûòûé 2,Notebook Closed 2,Notebook cerrada 2,´İÈù ¼öÃ¸ 2
STR_DN_AAA55Z,ID Card,Ausweis,Identifikaèní Karta,Èäåíòèôèêàöèîííàÿ êàğòà,ID Card,Identidad,½ÅºĞÁõ
STR_DN_AAA160,GPS Device,GPS Gerat,GPS Zaøízení,Íàâèãàöèîííîå óñòğîéñòâî,GPS Device,GPS,GPS ÀåÄ¡
STR_DN_AAA161,Compass,Kompass,Kompas,Êîìïàñ,Compass,Brújila,³ªÄ§¹İ
STR_DN_AAA162,Wrist Watch,Armbanduhr,Náramkové Hodinky,Íàğó÷íûå ÷àñû,Wrist Watch,Reloj pulsera,¼Õ¸ñ ½Ã°è
STR_DN_AAA213,Fence Steel Handrail,Zaunstahlgelander,Polotové Ocelové Zábradlí,Çàáîğ Ñòàëüíûå Òğóáû,Ogrodzenie Steel Handrail,Valla de acero barandilla,Fence Steel Handrail
STR_DN_AAA214,Fence Steel Handrail 2,Zaunstahlgelander 2,Polotové Ocelové Zábradlí 2,Çàáîğ Ñòàëüíûå Òğóáû 2,Ogrodzenie Steel Handrail 2,Valla de acero barandilla 2,Fence Steel Handrail 2
STR_DN_AAA562,Clipboard,Zwischenablage,Schránka,Áëîêíîò,Clipboard,Portapapeles,Å¬¸³ º¸µå
STR_DN_AAA578,Soccer Ball,Fussball Ball,Fotbalovı Míè,Ôóòáîëüíûé ìÿ÷,Soccer Ball,Balón de fútbol,Ãà±¸°ø
STR_DN_AAA622,Binocular,Fernglas,Dalekohled,Áèíîêëü,Binocular,Binoculares,Binocular
